Year,Company,Energy_Consumption_kWh,Carbon_Emissions_tCO2,Water_Usage_KL,Waste_Generated_kg,Female_Employees_Percent,Board_Independence_Percent,CSR_Spend_INR,Employee_Count,Loan_Portfolio_Value_INR,ESG_Compliance_Score,Environmental_Score,Social_Score,Governance_Score,Total_ESG_Score,ESG_Risk_Category
2025,UrbanGrowth NBFC,42708,1038.64,1094,1114,19.58,87.31,970497,1942,614209114,60.2,0.066636648,12.718497,87.31,30.03520376,High Risk
2024,Bharat MicroFinance,17021,1529.28,4044,1020,53.48,88.19,2210060,282,536706529,32.54,0.035337026,34.29806,88.19,36.76055281,High Risk
2022,NextGen Lending,32258,464.29,1647,1801,30.35,66.3,2851623,1174,567067810,85.46,0.105297989,21.061623,66.3,26.2506061,High Risk
2025,UrbanGrowth NBFC,40847,797.23,299,394,44.82,61.64,1586911,1580,643087323,31.86,0.151242623,28.478911,61.64,27.09617035,High Risk
2025,NextGen Lending,24359,1788.15,4173,1064,23.17,49.43,4842816,1520,715375439,33.89,0.030790138,18.744816,49.43,20.46476086,High Risk
2022,EcoLend Capital,31178,1877.86,4107,1771,41.9,89.86,3101043,1451,482382534,78.61,0.029567661,28.241043,89.86,35.44213996,High Risk
2022,FutureTrust Finance,17914,1851.29,4831,894,41.86,70.99,4084177,1994,346243522,50.54,0.029491118,29.200177,70.99,30.06884955,High Risk
2022,UrbanGrowth NBFC,12536,1654.78,231,1471,26.29,43.99,563503,1373,759917612,66.68,0.156435635,16.337503,43.99,18.16082515,High Risk
2022,FutureTrust Finance,38748,1407.65,1780,90,32.82,83.85,1472622,556,794456159,31.7,0.046044321,21.164622,83.85,31.52280433,High Risk
2022,UrbanGrowth NBFC,44448,1835.99,2666,1524,31.58,72.83,2908716,1464,511728588,49.04,0.03371437,21.856716,72.83,28.41950055,High Risk
2025,EcoLend Capital,15486,1456.95,3709,1511,41.2,56.58,4889605,214,549302301,65.35,0.037480281,29.609605,56.58,25.87187361,High Risk
2025,GreenCredit NBFC,7384,1912.48,1201,823,54.09,49.26,1545005,1059,541579348,43.97,0.049957274,33.999005,49.26,24.99768441,High Risk
2024,Bharat MicroFinance,49312,147.1,3401,607,37.8,73.25,3849235,1882,149369227,72.13,0.281353168,26.529235,73.25,30.04631177,High Risk
2024,EcoLend Capital,46758,1851.12,3217,254,36.77,40.47,2042417,1304,160949694,79.2,0.0315756,24.104417,40.47,19.38495534,High Risk
2023,UrbanGrowth NBFC,15787,1155.91,2036,946,28.52,83.2,3605185,916,393556015,52.53,0.051239842,20.717185,83.2,31.19565144,High Risk
2024,FutureTrust Finance,39134,312.42,872,1581,42.11,71.49,1505130,1978,167569520,48.75,0.163203043,26.77113,71.49,29.54362022,High Risk
2024,Indifi Finance,40706,508.33,2155,846,48.84,50.62,4902727,868,783142611,73.43,0.093347146,34.206727,50.62,25.48535696,High Risk
2022,EcoLend Capital,22646,1719.1,4876,1791,18.95,74.76,4113585,1402,246040225,73.73,0.03074531,15.483585,74.76,27.08537362,High Risk
2022,FutureTrust Finance,11187,1061.62,4503,1021,24.65,53.15,4295521,1906,458608376,43.99,0.047022175,19.085521,53.15,21.68946517,High Risk
2024,NextGen Lending,13495,1967.35,3515,940,38.72,84.23,1130032,523,224701897,42.17,0.031089815,24.362032,84.23,32.59004553,High Risk
2023,NextGen Lending,14885,323.31,4160,459,18.36,73.09,1060000,1393,894621338,93.1,0.132947259,12.076,73.09,25.6029789,High Risk
2022,EcoLend Capital,23700,883.76,4274,1259,28.91,84.32,1255991,1182,381406831,76.7,0.053546165,18.601991,84.32,30.89801577,High Risk
2024,UrbanGrowth NBFC,20018,730.56,1784,904,34.18,76.49,269882,283,450493636,45.97,0.073067313,20.777882,76.49,29.20959153,High Risk
2024,NextGen Lending,35428,1080.66,225,1204,47.23,59.71,2589589,284,857695114,72.92,0.171194538,30.927589,59.71,27.25975452,High Risk
2025,FutureTrust Finance,34071,1303.53,4806,877,36.06,80.78,1623533,525,345775598,44.43,0.037808618,23.259533,80.78,31.22698335,High Risk
2023,Bharat MicroFinance,36322,1357.1,2220,1983,30.2,80.81,1008127,1417,149406129,83.43,0.043814074,19.128127,80.81,29.99896373,High Risk
2025,GreenCredit NBFC,12114,102.46,410,659,20.9,88.54,1933220,1512,872151945,70.08,0.466043457,14.47322,88.54,31.09038338,High Risk
2023,FutureTrust Finance,11574,269.02,3378,328,23.1,70.95,239865,1493,846493701,50.79,0.160160841,14.099865,70.95,25.57902384,High Risk
2022,NextGen Lending,29996,166.62,1054,751,35.73,74.35,1557414,1906,48410216,56.89,0.26953035,22.995414,74.35,29.31143634,High Risk
2023,NextGen Lending,31754,1742.74,1033,1851,47.19,64.09,2191928,1026,510025034,91.38,0.052938752,30.505928,64.09,28.3999539,High Risk
2024,SustainFin Services,43297,695.26,516,53,30.96,53.5,1213595,1565,221670675,67.58,0.116364857,19.789595,53.5,22.03342444,High Risk
2024,Indifi Finance,8809,797.42,4617,88,24.11,44.12,1404546,536,643655438,66.33,0.060065105,15.870546,44.12,18.02118984,High Risk
2023,UrbanGrowth NBFC,22550,955.71,4519,674,30.16,77.71,2315053,1661,68090499,46.36,0.049822714,20.411053,77.71,29.45624499,High Risk
2023,FutureTrust Finance,34249,1713.68,2866,1531,17.21,63.48,364937,1367,27331755,54.22,0.034685069,10.690937,63.48,22.26515513,High Risk
2023,NextGen Lending,46499,126.92,1285,905,36.23,82.24,2291416,278,178511594,86.28,0.339150634,24.029416,82.24,32.01648505,High Risk
2025,UrbanGrowth NBFC,43099,325.37,4063,595,17.97,61.61,3002968,536,754920049,65.88,0.131016743,13.784968,61.61,22.6708971,High Risk
2023,EcoLend Capital,26413,1401.81,3252,1289,49,87.12,2561205,1038,361615236,75.72,0.038895434,31.961205,87.12,35.73991967,High Risk
2022,EcoLend Capital,9687,1931.4,4226,169,45.53,58.58,4924864,703,264666592,54.99,0.030906211,32.242864,58.58,27.25922168,High Risk
2025,FutureTrust Finance,43125,1321.29,788,330,43.13,61.79,2916948,1431,773422865,87.96,0.069040163,28.794948,61.79,27.20310047,High Risk
2025,SustainFin Services,26123,596.13,877,997,52.8,72.87,1215293,916,776818420,53.91,0.102455397,32.895293,72.87,31.77057006,High Risk
2023,NextGen Lending,38095,1087.74,2049,320,50.57,55.89,3209975,444,531827352,47.13,0.052202287,33.551975,55.89,26.85347341,High Risk
2022,FutureTrust Finance,32435,1952.46,4965,1853,15.11,71.38,2569179,1027,566495362,74.66,0.027454198,11.635179,71.38,24.91553538,High Risk
2025,GreenCredit NBFC,26622,1103.35,1509,1202,46.17,40.66,4911990,1467,888131830,81.94,0.057260832,32.61399,40.66,22.00510133,High Risk
2024,SustainFin Services,15285,809.66,1790,1947,38.41,52.23,3247527,497,758572684,46.26,0.068125938,26.293527,52.23,23.58430848,High Risk
2025,NextGen Lending,48091,828.51,3445,425,32.42,51.67,4084434,162,604360907,60.11,0.057611532,23.536434,51.67,22.58497481,High Risk
2023,NextGen Lending,29927,1937.36,4461,954,26.49,45.55,3382351,890,865695471,44.26,0.028374042,19.276351,45.55,19.45925492,High Risk
2022,UrbanGrowth NBFC,10291,1465.94,2796,364,22.85,86.28,1126244,1978,435089160,54.83,0.040931029,14.836244,86.28,30.35124561,High Risk
2023,FutureTrust Finance,46193,1405.63,1595,191,50.29,89.2,2725100,1763,200571803,66.99,0.047915217,32.8991,89.2,36.64889609,High Risk
2024,NextGen Lending,8122,540.9,4173,1178,29.52,42.01,4570327,398,132620782,85.45,0.084833567,22.282327,42.01,19.32163153,High Risk
2024,UrbanGrowth NBFC,9876,1163.02,1036,1063,32.93,62.22,310610,1981,535098834,54.93,0.066388414,20.06861,62.22,24.71313837,High Risk
2024,NextGen Lending,24112,777.82,1265,848,43.52,48.3,2051704,472,609637406,59.93,0.076385389,28.163704,48.3,22.96966536,High Risk
2023,Indifi Finance,14124,556.38,4360,777,46.43,81.48,3983580,513,738985515,36.27,0.080898088,31.84158,81.48,34.02883324,High Risk
2025,SustainFin Services,6823,1801.55,3245,553,40.01,47.37,4304330,617,145648067,58.43,0.035844988,28.31033,47.37,22.718437,High Risk
2023,FutureTrust Finance,41841,828,4631,102,31.78,49.19,2387283,1468,766993024,77.04,0.055504261,21.455283,49.19,21.2157866,High Risk
2022,Indifi Finance,15387,637.3,4261,1008,17.56,76.75,4033427,412,211225667,66.23,0.071755088,14.569427,76.75,27.42453014,High Risk
2025,FutureTrust Finance,42163,1870.27,4901,293,39.47,44.46,4609317,755,126545457,87.75,0.02822001,28.291317,44.46,21.8366831,High Risk
2024,GreenCredit NBFC,43819,474.96,2159,443,48.85,87.46,1011051,1755,527648029,67.62,0.098797575,30.321051,87.46,35.37383433,High Risk
2023,EcoLend Capital,39244,1516.46,1915,667,16.82,76.66,2944441,1117,481104923,65.65,0.042807465,13.036441,76.66,26.92605529,High Risk
2024,Bharat MicroFinance,23980,1340.22,220,1244,29.13,88.86,565467,259,701563326,72.55,0.167460525,18.043467,88.86,32.13802431,High Risk
2024,UrbanGrowth NBFC,29224,1848.92,2427,1219,24.91,62.35,512540,1524,219782925,81.98,0.035021744,15.45854,62.35,23.3565707,High Risk
2022,FutureTrust Finance,12121,1680.89,2606,1652,36.61,51.57,444490,689,54471633,31.94,0.037783856,22.41049,51.57,22.20926054,High Risk
2025,SustainFin Services,7430,1440.06,332,1388,15.43,86.79,184404,416,767245682,76.54,0.122175751,9.442404,86.79,28.9185915,High Risk
2022,FutureTrust Finance,12954,697.69,875,1405,50.3,65.37,3107478,1425,863037869,41.26,0.093933654,33.287478,65.37,29.63481686,High Risk
2022,FutureTrust Finance,16881,1041.58,826,916,46.67,87.5,2645625,1816,695204146,34.11,0.076499954,30.647625,87.5,35.47488748,High Risk
2022,FutureTrust Finance,21917,1894.54,989,413,19.17,87.67,1715218,619,212319363,71.78,0.052815775,13.217218,87.67,30.28729171,High Risk
2024,Bharat MicroFinance,22640,144.08,1190,807,50.7,79.96,367023,1369,651125952,78.85,0.304158715,30.787023,79.96,33.34577039,High Risk
2022,NextGen Lending,17085,1609.23,3656,328,45.69,51.29,1371112,1361,728297402,67.53,0.034818224,28.785112,51.29,24.03646089,High Risk
2022,FutureTrust Finance,31259,578.44,995,135,53.27,51.7,2636779,888,223545207,62.86,0.100261988,34.598779,51.7,25.9297385,High Risk
2025,NextGen Lending,28097,451.53,4447,508,25.35,72.33,4670804,980,437547146,49.05,0.096401541,19.880804,72.33,27.70180182,High Risk
2025,SustainFin Services,7978,541.23,1798,1887,49.21,63.86,1145954,153,480488018,40.7,0.09435128,30.671954,63.86,28.39732671,High Risk
2022,SustainFin Services,9332,213.53,4122,1250,20.82,60.83,3330925,1791,55931206,65.14,0.197820073,15.822925,60.83,23.07500553,High Risk
2025,FutureTrust Finance,25037,1984.76,2232,712,42.85,50.2,2999917,178,562120474,79.36,0.034792657,28.709917,50.2,23.68689216,High Risk
2025,NextGen Lending,40781,1752.75,3360,445,17.87,51.09,2872694,1239,530069308,52.78,0.032485489,13.594694,51.09,19.4184024,High Risk
2022,EcoLend Capital,20089,1090.01,1913,846,43.57,58.24,2460600,154,789295643,46.18,0.05387244,28.6026,58.24,26.07432898,High Risk
2024,FutureTrust Finance,28484,1458.7,529,266,21.07,71.57,1303987,1949,892443233,63.95,0.085185675,13.945987,71.57,25.68887037,High Risk
2022,UrbanGrowth NBFC,19008,1157.53,3742,649,44.4,42.1,781395,440,768514043,34.42,0.044151726,27.421395,42.1,20.87407919,High Risk
2025,UrbanGrowth NBFC,23148,1642,1896,620,32.59,59.56,4285609,1567,404260354,88.84,0.041479329,23.839609,59.56,25.03647443,High Risk
2024,SustainFin Services,8830,1705.05,2290,1382,20.39,77.38,241972,1939,115892394,71.38,0.039957668,12.475972,77.38,26.97277467,High Risk
2023,Bharat MicroFinance,7958,542.3,1690,1397,37.85,61.05,4956966,434,422752627,61.11,0.095281182,27.666966,61.05,26.65320227,High Risk
2024,UrbanGrowth NBFC,30998,973.52,3326,406,15.99,69.85,2085608,809,190152396,63.09,0.051075659,11.679608,69.85,24.47931266,High Risk
2025,UrbanGrowth NBFC,6540,1306.21,1274,1776,24.49,45.03,1109205,639,74452642,67.1,0.058757984,15.803205,45.03,18.27346469,High Risk
2024,GreenCredit NBFC,35677,1959.04,3625,1614,26.69,86.94,1860483,1572,137632224,93.56,0.029534904,17.874483,86.94,31.45615886,High Risk
2022,FutureTrust Finance,34101,1397.11,876,52,54.68,46.95,4241434,1165,533241429,49.91,0.063756845,37.049434,46.95,25.22533294,High Risk
2023,FutureTrust Finance,46482,1805.51,1472,1936,46.78,72.45,4268362,710,698370848,35.11,0.043180251,32.336362,72.45,31.4531807,High Risk
2023,FutureTrust Finance,48967,1707.61,1550,138,27.48,48.33,2419255,1324,164919619,88.55,0.043392049,18.907255,48.33,20.18853332,High Risk
2023,FutureTrust Finance,12053,1205.92,1330,1440,29.6,89.21,2389348,934,377963604,91.62,0.058215094,20.149348,89.21,32.83109044,High Risk
2025,Indifi Finance,10670,1797.95,376,1494,32.53,71.64,2694674,106,190762543,70.28,0.104846415,22.212674,71.64,28.19774077,High Risk
2025,FutureTrust Finance,48458,817.1,4424,112,46.55,66.02,590237,588,597696484,72.03,0.056353903,28.520237,66.02,28.38461266,High Risk
2023,Bharat MicroFinance,15281,820.64,4203,328,42.23,82.27,2764393,1996,251955288,42.18,0.057843426,28.102393,82.27,33.13485527,High Risk
2024,NextGen Lending,23122,1583.83,3464,808,36.67,48.54,1111215,633,759670850,30.43,0.035213209,23.113215,48.54,21.51004978,High Risk
2023,SustainFin Services,7533,355.63,1317,482,32.88,61.23,2618650,1534,406194354,71.09,0.139237971,22.34665,61.23,25.12869019,High Risk
2024,NextGen Lending,15756,681.07,1657,1159,25.17,88.87,2753021,1246,646780212,80.13,0.07874016,17.855021,88.87,32.04900236,High Risk
2024,Bharat MicroFinance,30074,1256.29,4391,1806,33.14,65.34,2229621,803,146073672,34.27,0.039669478,22.113621,65.34,26.25195409,High Risk
2025,SustainFin Services,23802,898.12,888,1956,46.06,71.45,4684063,99,141971780,83.64,0.07958166,32.320063,71.45,31.16285156,High Risk
2024,Indifi Finance,42844,1887.38,1782,126,32.91,43.41,725277,1878,764632312,61.09,0.038728632,20.471277,43.41,19.17987455,High Risk
2023,FutureTrust Finance,32322,1921.16,2001,1716,35.96,43.6,820592,790,112582162,83.97,0.036741418,22.396592,43.6,19.81367417,High Risk
2025,EcoLend Capital,22048,1054.9,1523,1695,28.54,43.08,4489010,881,254320190,36.91,0.058976918,21.61301,43.08,19.43149377,High Risk
2022,NextGen Lending,14876,1124.22,1975,455,34.42,64.52,2810472,1304,248454268,71.19,0.052786769,23.462472,64.52,26.41585631,High Risk
2022,FutureTrust Finance,42055,1476.79,4008,418,45.4,75.94,1157421,1289,153854270,75.45,0.035284155,28.397421,75.94,31.31533996,High Risk
2025,SustainFin Services,20171,968.8,564,294,51.88,56.24,1855961,126,235156887,64.19,0.095966965,32.983961,56.24,26.80557509,High Risk
2023,NextGen Lending,47204,461.19,715,1621,34.83,68.76,3420358,734,318269096,72.65,0.129325731,24.318358,68.76,27.97523769,High Risk
2022,GreenCredit NBFC,10166,1519.24,775,443,20.92,68.85,4827624,1648,266340563,68,0.067989645,17.379624,68.85,25.89608306,High Risk
2022,UrbanGrowth NBFC,15366,1501.79,4154,1193,45.97,47.92,4717670,1669,112711365,56.8,0.035809199,32.29967,47.92,24.08022468,High Risk
2024,GreenCredit NBFC,25258,565.46,4976,826,45.35,77.54,3385379,932,225057463,80.79,0.077955549,30.595379,77.54,32.47179592,High Risk
2024,EcoLend Capital,48734,1682.54,741,873,42.03,67.31,1289443,1791,680846016,91.36,0.064874997,26.507443,67.31,28.1711829,High Risk
2023,FutureTrust Finance,17983,1265.93,1136,964,38.33,46,1544824,1397,266822623,77.99,0.059674017,24.542824,46,21.18671681,High Risk
2025,Indifi Finance,30715,548.97,4249,1913,27.82,87.38,3670086,128,385963256,43.91,0.080900933,20.362086,87.38,32.35498617,High Risk
2023,FutureTrust Finance,36085,1338.87,1573,82,44.92,52.33,3509383,1380,793700841,74.95,0.049779148,30.461383,52.33,24.85732656,High Risk
2025,EcoLend Capital,32778,543.86,2332,965,54.36,60.65,3764767,266,489494684,72.18,0.087328082,36.380767,60.65,29.14416133,High Risk
2022,EcoLend Capital,16390,603.94,2745,852,33.77,87.22,2946117,1266,416042823,33.07,0.078991091,23.208117,87.22,33.16003154,High Risk
2024,UrbanGrowth NBFC,25924,1711.22,2739,428,21.51,56.62,599637,1270,894118338,81.47,0.035485267,13.505637,56.62,21.05188521,High Risk
2023,EcoLend Capital,48004,1866.03,2956,1104,24,49.25,2348090,959,798074510,68.13,0.03220968,16.74809,49.25,19.81231087,High Risk
2023,GreenCredit NBFC,45244,588.08,1953,1540,25.29,89.12,3436885,1699,193675015,87.74,0.084042011,18.610885,89.12,32.3528823,High Risk
2025,UrbanGrowth NBFC,5707,1863.3,1890,1507,40.44,89.78,111061,598,50974937,77.62,0.042597007,24.375061,89.78,34.2635571,High Risk
2025,FutureTrust Finance,46392,553.72,2749,1192,45.68,74.39,3995626,1773,476822222,41.36,0.083798399,31.403626,74.39,31.77160716,High Risk
2023,NextGen Lending,30048,322.81,2158,1887,28.97,84.71,376294,1216,188913808,86.36,0.138812062,17.758294,84.71,30.79601302,High Risk
2025,FutureTrust Finance,37815,210.63,931,1151,44.27,89.94,3836911,1144,575332711,62.64,0.222923223,30.398911,89.94,36.19084259,High Risk
2023,Indifi Finance,39682,560.02,1033,827,18.52,47.32,1784984,1405,779177664,42.44,0.101223657,12.896984,47.32,18.10558466,High Risk
2023,EcoLend Capital,22489,831.97,2352,372,50.88,82.09,978524,116,394362450,50.95,0.062167744,31.506524,82.09,34.1038243,High Risk
2023,EcoLend Capital,21951,1862.34,4886,936,17.71,42.32,4243159,1380,544905050,40.95,0.028985027,14.869159,42.32,17.16834171,High Risk
2022,SustainFin Services,46439,560.1,1435,211,47.09,72.21,3246248,1375,128300261,71.11,0.092967751,31.500248,72.21,31.1502615,High Risk
2025,UrbanGrowth NBFC,16452,794.38,484,1124,43.41,71.21,2292222,1029,610566839,73.24,0.114160693,28.338222,71.21,29.91013088,High Risk
2024,SustainFin Services,33635,1494.9,3738,1037,40.81,64.35,3545497,700,616310925,79.97,0.035675253,28.031497,64.35,27.7287192,High Risk
2024,UrbanGrowth NBFC,37747,673.94,4433,1540,17.43,68.78,2525822,133,102715080,48.14,0.066914656,12.983822,68.78,24.55591246,High Risk
2025,GreenCredit NBFC,38796,1400.3,275,1880,35.77,53.89,4312548,168,365939050,37.64,0.138429492,25.774548,53.89,23.9547362,High Risk
2023,UrbanGrowth NBFC,32933,920.95,1095,267,19.91,40.37,137165,1507,36334015,36.4,0.071741612,12.083165,40.37,15.76464614,High Risk
2024,FutureTrust Finance,39581,473.25,2658,1781,32.58,49.41,4700466,233,348123746,92.86,0.096566544,24.248466,49.41,22.13616642,High Risk
2024,Indifi Finance,43281,1494.71,4993,1469,21.79,86.7,1124212,1743,742412570,50.68,0.033462601,14.198212,86.7,30.28284864,High Risk
2025,NextGen Lending,26187,151.37,1944,971,21.18,53.58,1356285,1371,845589150,48.41,0.28083086,14.064285,53.58,20.40561784,High Risk
2024,UrbanGrowth NBFC,27953,655.44,4983,1016,37.89,75.64,110572,1311,34666664,61.47,0.068121406,22.844572,75.64,29.57262016,High Risk
2023,UrbanGrowth NBFC,38818,776.74,1138,884,26.35,62.76,495762,88,483978744,92.11,0.07863216,16.305762,62.76,23.75118146,High Risk
2025,UrbanGrowth NBFC,29702,970.61,3541,139,45.83,89.06,825426,775,422771383,90.97,0.050693413,28.323426,89.06,35.23530517,High Risk
2023,Indifi Finance,11278,1391.75,1907,938,25.11,88.93,2790181,976,111031273,77.48,0.047132356,17.856181,88.93,32.05470724,High Risk
2024,EcoLend Capital,49566,972.87,4539,179,28.43,66.46,4473803,464,378745755,53.18,0.048330101,21.531803,66.46,26.41687294,High Risk
2024,Indifi Finance,23036,1229.22,4451,61,38.67,57.23,1569778,982,816087783,45.43,0.040583329,24.771778,57.23,24.61676673,High Risk
2023,Bharat MicroFinance,29583,1231.98,3978,876,15.33,60.18,3368923,1272,877529834,33.28,0.041023634,12.566923,60.18,21.84048635,High Risk
2022,Bharat MicroFinance,9708,809.22,3156,1454,48.66,57.87,4753533,1354,472108275,45.66,0.062026254,33.949533,57.87,27.5706704,High Risk
2024,Bharat MicroFinance,14476,1874.55,845,81,18.67,42.93,3921970,1939,694037581,33.5,0.058913809,15.12397,42.93,17.43975652,High Risk
2022,EcoLend Capital,10318,1916.12,2439,100,16.08,42.49,972126,573,353537437,73.04,0.036083183,10.620126,42.49,15.94747107,High Risk
2024,Bharat MicroFinance,34269,1205.52,1329,429,45.93,68.06,1163750,1744,395430303,57.57,0.056629492,28.72175,68.06,29.0571768,High Risk
2022,NextGen Lending,43627,236.21,1661,1431,46.99,68.76,1487760,1630,28554025,81.25,0.188089897,29.68176,68.76,29.60776396,High Risk
2022,FutureTrust Finance,29754,1033.14,2478,316,40.48,43.64,1613452,1052,66912375,58.56,0.051831727,25.901452,43.64,20.88316829,High Risk
2022,Indifi Finance,44361,450.4,2546,1873,48.26,59.35,1072105,727,262456851,56.13,0.101269406,30.028105,59.35,26.85393926,High Risk
2023,EcoLend Capital,24979,1018.11,1251,1581,51.69,86,3350165,1519,33776656,85.21,0.06447031,34.364165,86,36.13503762,High Risk
2022,FutureTrust Finance,9910,458.12,726,1521,23.98,61.84,602157,1984,652892141,67.99,0.131662927,14.990157,61.84,23.10171227,High Risk
