Year,Company,Energy_Consumption_kWh,Carbon_Emissions_tCO2,Water_Usage_KL,Waste_Generated_kg,Female_Employees_Percent,Board_Independence_Percent,CSR_Spend_INR,Employee_Count,Loan_Portfolio_Value_INR,ESG_Compliance_Score
2024,NextGen Lending,42476,205.75,3700,1647,26.27,62.99,452408,508,498196926,49.56
2025,NextGen Lending,28304,470.31,4297,122,33.69,77.73,1951021,1604,625997633,47.41
2023,SustainFin Services,17166,1805.92,1685,1141,54.46,72.37,2178801,1366,319303114,32.86
2024,FutureTrust Finance,8398,1428.82,1512,267,47.5,66.31,1014191,614,610258959,57.03
2025,FutureTrust Finance,35625,1601.38,3888,1663,24.63,85.68,1226791,1751,676283270,63.93
2025,Indifi Finance,15515,335.92,410,295,20.5,64.09,139274,271,561436131,87.51
2024,SustainFin Services,19705,356.48,4233,1843,39.25,58.12,4218926,826,174233777,54.38
2023,SustainFin Services,41329,313.27,982,144,50.05,59.81,2196960,918,352024858,42.98
2024,Bharat MicroFinance,15607,1728.62,311,739,23.01,76.19,2317765,1099,775497259,68.33
2025,SustainFin Services,35006,498.94,1588,868,22.81,56.45,767225,290,471567038,86.55
2022,SustainFin Services,18018,1321.99,2223,1547,42.36,72.01,3402797,1412,321137067,92.96
2022,FutureTrust Finance,14816,1080.72,3984,51,26.89,59.29,3862958,218,216710988,63.22
2024,GreenCredit NBFC,25494,1134.34,4598,543,16.66,68.79,3776436,1289,72529163,92.02
2025,SustainFin Services,26237,471.33,896,881,27.1,51.48,4321713,1982,817483475,57.68
2022,GreenCredit NBFC,11831,1306.97,1060,733,23.43,49.94,2060760,1143,216914289,32.68
2025,NextGen Lending,45963,181.89,454,613,28.11,67.02,4825632,325,555945713,66.45
2024,NextGen Lending,35541,1987.6,1452,598,47.58,53.41,2958454,161,382164351,86.43
2022,SustainFin Services,8447,150.84,1564,115,41.93,44.91,2693087,530,97491237,30.74
2025,EcoLend Capital,10584,195.3,3174,1165,26.19,53.2,562611,1570,605942224,92.44
2022,UrbanGrowth NBFC,32156,716.83,1788,1257,31.35,59.75,1959131,141,716293410,94.38
2024,EcoLend Capital,41559,1680.09,4637,1864,23.56,55.94,3860510,1375,294962264,51.67
2025,NextGen Lending,26465,588.66,3003,248,37.14,70.4,2386229,1835,455827831,41.2
2022,UrbanGrowth NBFC,47120,996.68,3609,1752,24.05,57.88,2832191,1675,587490680,89.73
2024,EcoLend Capital,22217,134.16,457,793,52.09,49.58,823910,1061,55884579,74.87
2022,SustainFin Services,15190,249.87,3331,421,25.79,85.51,2796212,1936,446462638,90.3
2022,GreenCredit NBFC,10335,1255.14,2476,135,43.48,68.92,1018699,1304,435759860,61.38
2023,UrbanGrowth NBFC,11260,469.28,631,1901,30.76,51.41,3730891,1477,779173072,79.94
2023,FutureTrust Finance,30778,1419.08,4087,361,50.74,56.58,3605466,1641,795437283,43.7
2024,Indifi Finance,20605,1592.24,317,1449,27.62,68.49,4454736,554,721437062,55.31
2023,UrbanGrowth NBFC,23559,1715.63,3147,469,15.64,46.45,4599783,1729,497476531,78.75
2024,UrbanGrowth NBFC,47341,354.22,539,946,19.24,59.21,2896232,143,822477518,35.85
2023,FutureTrust Finance,25557,965.47,2418,1427,17.71,49.32,1530115,1486,407789849,35.42
2022,SustainFin Services,40556,1899.45,1476,1333,27.4,58.23,279202,152,23810257,89.02
2024,EcoLend Capital,48781,1566.96,731,1626,41.9,61.79,4145228,1414,526481636,45.66
2024,EcoLend Capital,29917,322.22,4644,148,35.65,67.5,2557492,1288,394888362,36.84
2022,NextGen Lending,30937,1054.75,3575,208,24.96,41.14,1883934,811,680023307,84.57
2024,GreenCredit NBFC,36538,1852.52,3622,466,54.95,74.65,4290259,1127,151780443,81.05
2024,SustainFin Services,11721,936.07,1796,1070,17.63,85.59,3115946,612,850841179,92.99
2023,FutureTrust Finance,25575,1691.09,350,1462,39.93,55.1,2421151,1159,505370284,72.85
2024,SustainFin Services,12312,1042.1,1028,476,47.07,45.19,2784459,547,417048181,38.25
2025,SustainFin Services,9616,302.94,2583,1308,53.32,85.1,4586896,678,809220375,47.5
2022,EcoLend Capital,38763,380.92,474,444,29.18,61.33,4095269,1464,664584079,62.73
2023,FutureTrust Finance,38124,188.68,1427,1105,37.81,74.39,4374371,1777,681973911,64.21
2023,Bharat MicroFinance,29761,471.1,1451,1440,25.07,70.69,446221,575,12414264,35.01
2025,Indifi Finance,6693,1797.87,3450,1458,16.35,82.76,2285979,1905,766766085,30.44
2022,UrbanGrowth NBFC,7590,1335.38,456,1116,35.71,64.37,2167847,1970,129201661,79.31
2022,EcoLend Capital,35870,1503.83,880,1847,38.63,75.1,2852881,259,174799128,58.88
2023,FutureTrust Finance,14534,1281.16,4203,653,26.01,42.35,3269972,569,115206619,56.3
2024,GreenCredit NBFC,12921,834.42,1842,1282,24.29,40.49,1638663,740,417015954,78.86
2023,UrbanGrowth NBFC,6691,512.04,3311,931,26.24,78.89,1221341,1789,801268762,58.97
2022,UrbanGrowth NBFC,47042,1858.67,3182,828,35.97,78.48,4097303,1207,649008294,34.75
2025,Bharat MicroFinance,7904,1078.18,1999,1754,42.22,47.63,2946477,1859,481878161,70.88
2023,Bharat MicroFinance,49155,1014.09,442,332,43.83,70.87,3461974,282,272114624,79.63
2022,EcoLend Capital,49377,1992.6,679,1774,26.08,56.73,4478852,1882,500115510,38.06
2023,NextGen Lending,44705,829.47,973,1149,49.25,49.81,2138916,118,834434890,83.92
2024,GreenCredit NBFC,35956,1722.84,408,1086,34.41,86.91,3401239,438,475497800,68.37
2023,EcoLend Capital,23764,1738.45,1745,400,36.93,86.7,3098405,1153,651196534,32.55
2023,SustainFin Services,13208,542.07,4196,596,24.13,73.76,2403085,1453,127985473,47.94
2022,NextGen Lending,20783,280.2,3812,586,30.33,89.72,751180,115,61581043,35.1
2022,FutureTrust Finance,13515,1953.68,3931,853,17.07,48.85,444044,660,10570468,70.3
2022,Bharat MicroFinance,7070,909.2,2825,710,38.09,81.41,4446126,323,470489415,61.31
2023,GreenCredit NBFC,22314,104.22,680,1185,44.95,68.05,2854670,854,252363589,68.36
2024,UrbanGrowth NBFC,18771,1048.13,1748,360,36.74,49.08,4681089,564,600311877,76.53
2025,EcoLend Capital,36240,1276.67,1203,85,28.06,71.23,1596642,1426,854058069,79.27
2025,Bharat MicroFinance,22828,1574.57,4659,1997,48.39,89.6,1427453,939,171298203,84.09
2022,UrbanGrowth NBFC,49996,1891.59,2670,1228,17.31,51.11,4358127,1243,785644101,57.51
2022,GreenCredit NBFC,29978,1838.82,2158,1469,24.95,63.4,3444916,1434,667984632,89.9
2023,Bharat MicroFinance,25936,1886.26,1837,1275,17,44.91,3164257,518,263217109,71.79
2025,Bharat MicroFinance,31082,161.04,3956,587,30.72,53.16,761040,1956,870129208,36.43
2022,UrbanGrowth NBFC,22905,1452.37,2460,1246,25.01,54.81,3363763,1174,380745617,70.41
2024,EcoLend Capital,8098,529.13,1392,1975,42.3,68.68,1124360,1357,408661576,87.29
2024,NextGen Lending,32020,456.35,1431,1034,18.14,43.34,579795,1065,32353422,48.52
2022,EcoLend Capital,23952,1620.61,2217,1593,16.35,84.21,2155762,1117,79802489,59.8
2022,Indifi Finance,15985,892.55,720,892,37.12,88,3911600,1071,606286935,47.39
2025,Bharat MicroFinance,13283,1841.54,218,1710,44.86,74.01,1367362,1216,104990184,80.38
2025,UrbanGrowth NBFC,42708,180.63,1709,1986,33.73,73.5,3603330,723,350702969,94.07
2023,Indifi Finance,9762,1624.14,4825,1495,26.25,55.01,845635,1142,529745004,71.08
2025,NextGen Lending,39521,359.99,2484,288,34.94,84.64,1154059,493,673623580,72.94
2024,Indifi Finance,10054,435.5,2351,1278,28.53,81.02,147678,1160,713379490,40.24
2024,UrbanGrowth NBFC,18276,1006.97,1136,1754,26.85,45.92,3719368,168,803698649,51.75
2022,GreenCredit NBFC,10781,851.62,436,1472,32.89,75.83,865404,1562,617049431,55.94
2025,SustainFin Services,21471,1023.73,3373,644,39.56,46.28,645079,338,718921636,58.67
2023,NextGen Lending,23025,1886.05,2171,1668,38.15,51.83,629356,612,491915819,80.44
2024,EcoLend Capital,40730,1349.04,3857,558,19.33,81.04,3692335,351,423861684,82.74
2024,FutureTrust Finance,10413,651.59,4892,123,23.73,63.82,4689888,402,673051943,74.1
2023,NextGen Lending,12420,428.53,3949,845,15.28,62.67,4512761,1838,439346937,68.4
2023,Indifi Finance,46510,898.09,1142,534,32.53,52.69,4551116,1528,587933039,83.85
2024,GreenCredit NBFC,48406,958.12,590,1226,45.81,70.89,1165002,1645,462832297,57.56
2024,UrbanGrowth NBFC,44678,1242.46,3008,1408,31.57,47.07,1263667,1381,734660985,67.94
2023,GreenCredit NBFC,31527,605.41,4051,724,54.97,79.86,1176422,1061,726081847,62.57
2024,GreenCredit NBFC,48250,1558.27,2043,1921,45.01,66.67,3278437,455,654087536,73.35
2022,UrbanGrowth NBFC,17029,287.07,4912,1110,30,82.25,4958642,64,355785811,72.43
2022,FutureTrust Finance,46583,1164.86,4131,716,53.93,64.72,1822704,483,221745120,45.33
2023,UrbanGrowth NBFC,41525,1284.71,3703,822,40.63,54.67,4311922,228,777754909,32.11
2025,FutureTrust Finance,42564,492.98,1478,1673,51.78,40.6,937101,505,437131988,66.72
2023,UrbanGrowth NBFC,41060,1669.42,2574,755,18.49,60.58,3288065,1818,627513519,93.71
2023,Indifi Finance,8832,1269.32,829,1945,37.3,87.31,832670,1025,611927533,36.64
2025,FutureTrust Finance,7611,1326.87,4694,930,51.34,81.81,1444252,1970,43382700,56.21
2025,Indifi Finance,13353,1045.71,3821,806,41.03,89.92,4562567,590,181718769,53.42
2025,NextGen Lending,48042,1828.23,355,1044,54.53,47.83,1973599,1894,603727740,50.23
2022,FutureTrust Finance,32589,1418.46,1350,1642,54.83,71.88,3621174,1844,55315754,78.09
2024,FutureTrust Finance,45996,825.49,476,1774,46.68,46.68,4957672,1889,761141053,93.06
2022,UrbanGrowth NBFC,30421,553.35,3251,1712,26.15,85.26,2091149,453,453220476,77.61
2024,FutureTrust Finance,16068,235.02,836,1069,49.14,57.4,3965991,1834,513404299,49.62
2022,Indifi Finance,8346,414.19,1073,1580,43.14,84.68,2363441,1138,566691036,33.1
2024,Bharat MicroFinance,41822,1986.1,4272,530,19.25,50.15,1209699,302,211008902,68.95
2022,NextGen Lending,9200,872.86,1109,935,30.51,47.96,4036528,1464,775401689,40.06
2025,Bharat MicroFinance,13527,1807.51,220,1553,49.98,48.95,4284741,509,96507178,73.71
2023,UrbanGrowth NBFC,15535,424.08,739,877,43.31,78.99,4943845,1349,219868424,92.74
2022,EcoLend Capital,22944,908.19,3180,1521,32.09,83.17,4655005,1930,707332421,81.04
2024,NextGen Lending,45290,1924.99,2883,1617,39.52,42.02,4380790,1116,203453529,70.59
2025,Bharat MicroFinance,9164,273.15,2024,449,52.47,47.43,3279911,1438,675160627,94.48
2022,NextGen Lending,35022,1228.57,441,1950,38.9,40.16,4868439,490,717232466,47.63
2022,Bharat MicroFinance,17438,1846.43,3253,414,24.11,43.03,937179,1706,453439292,72.02
2025,Indifi Finance,28104,1904.4,3795,349,41.77,44.49,1931527,1412,702135664,51.03
2022,Bharat MicroFinance,9852,1707.41,595,1288,25.65,54.73,3714898,94,421501422,31.58
2023,NextGen Lending,11713,1726.28,4515,395,39.76,50.65,3835632,1657,652865859,61.84
2022,EcoLend Capital,8183,1339.15,4714,171,40.78,73.1,4705420,440,635568690,84.54
2023,GreenCredit NBFC,36354,518.8,3497,1910,29.46,89.88,2579118,531,314437825,54.9
2023,UrbanGrowth NBFC,13032,1488.29,2606,1774,44.63,73.05,3099939,562,605904817,50.83
2025,GreenCredit NBFC,19275,1958.93,700,376,26.72,40.03,2214576,365,338753682,78.27
2022,UrbanGrowth NBFC,23793,1099.27,3742,723,15.59,46.5,3342010,1915,68331564,48.76
2025,NextGen Lending,42066,595.32,3622,291,29.03,45.47,2847758,1539,716017270,75.93
2022,UrbanGrowth NBFC,23918,1189.6,4156,1019,49.49,60.88,1957491,1813,893283570,94.35
2022,Bharat MicroFinance,10599,1412.16,3028,681,38.07,53.91,1506860,1786,180821088,44.8
2024,Indifi Finance,37771,495.73,986,1671,48.97,88.2,4520369,425,253316884,91.86
2022,EcoLend Capital,18440,1466.46,4971,326,20.14,48.47,287618,1256,542205879,90.03
2025,UrbanGrowth NBFC,16289,1216.12,2461,964,22.72,73.29,1075066,308,799455863,47.52
2023,EcoLend Capital,48808,1263.46,2739,613,21.58,48.16,4002909,405,198222420,61.89
2022,UrbanGrowth NBFC,10161,681.38,421,1193,46.41,67.12,3479965,828,840972599,40.83
2024,EcoLend Capital,5964,395.01,2123,1112,39.49,41.25,173742,814,147272691,60.4
2025,GreenCredit NBFC,20942,1284.55,1307,1886,28.46,42.42,1681887,348,629704530,66.59
2022,Indifi Finance,43369,1213.84,2291,1418,46.23,41.58,2059448,350,627423452,69.25
2025,UrbanGrowth NBFC,19184,742.22,1811,958,32.42,47.81,4160424,313,182170021,83.83
2024,SustainFin Services,7947,662.2,4148,732,39.62,40.2,642236,1293,189320327,74.47
2024,EcoLend Capital,48275,759.76,360,1924,49.19,64.62,2593669,1311,895680159,66.94
2025,EcoLend Capital,49857,1030.78,1600,423,32.01,59.39,2505962,728,373327354,70.55
2022,Bharat MicroFinance,11238,1952.16,4603,1784,45.09,43.12,3006868,1057,248220854,47.21
2023,SustainFin Services,18156,1550.77,4412,1552,37.63,43.91,2043531,1445,24682923,59.05
2024,Indifi Finance,7411,1718.31,2586,1267,51.31,78.73,4574501,1583,702524065,78.54
2022,EcoLend Capital,20674,1060.73,2004,1181,33.22,41.23,1749226,408,657455636,72.01
2022,Indifi Finance,13308,1099.63,1087,1717,26.95,86,3314985,1234,324457363,80.64
2023,EcoLend Capital,48171,488.22,2914,1458,25.78,58.54,1253314,846,892902065,74.19
2024,NextGen Lending,7924,1469.99,1139,805,22.63,47.18,3996944,1271,786641302,72.28
2024,FutureTrust Finance,40605,901.01,3596,1184,29.26,83.04,2005334,1731,218296308,32.39
2022,NextGen Lending,5576,1510.65,3692,1969,32.37,57.72,4051154,938,269164350,49.26
2022,EcoLend Capital,19641,877.21,2351,1645,20.42,68.55,4534876,479,532597049,38.43
2023,FutureTrust Finance,13963,306.18,255,1379,44.43,64.67,741544,57,79562959,32.71
2023,UrbanGrowth NBFC,29291,428.8,1218,392,52.52,69.9,3799409,1818,357473996,92.22
2024,Indifi Finance,46159,1641.98,1530,1376,31.47,48.94,4706745,1973,858305364,76.29
2025,EcoLend Capital,37728,591.37,695,66,52.01,59.81,823477,1694,596326278,78.33
2024,Bharat MicroFinance,46139,602.27,3441,1927,31.88,54.77,4142627,1246,378227928,55.65
2022,GreenCredit NBFC,23789,1865.8,1364,724,23.81,78.83,3183243,296,79830735,55.3
2024,Bharat MicroFinance,44651,1349.51,4329,569,49.36,79.15,220491,320,292250468,32.62
2025,GreenCredit NBFC,32899,317.18,252,617,51.06,89.71,3022030,870,13925332,33.35
2023,SustainFin Services,20658,372.81,3274,1773,40.55,89.92,1987632,1068,804013424,39.34
2025,GreenCredit NBFC,43907,617.5,529,1256,51.9,44.84,1241266,784,880593564,91.95
2025,FutureTrust Finance,19184,1228.59,3963,312,28.95,63.21,873666,1137,140882352,48.85
2025,GreenCredit NBFC,36747,1530.37,1869,1138,27.75,77.41,520248,238,542271267,30.6
2023,GreenCredit NBFC,17965,621.54,348,330,49.2,73.55,3786461,895,331609757,89.74
2025,GreenCredit NBFC,15493,1754.22,3777,548,26.23,64.26,720738,803,749727085,77.16
2025,EcoLend Capital,31178,307.44,332,1609,49.65,44.97,4041676,361,131730260,66.77
2025,SustainFin Services,38887,494.44,2506,1699,24.53,63.44,3767411,1223,28751668,42.7
2022,Indifi Finance,7214,1943.88,1499,146,42.8,87.82,1330096,762,508200240,72
2025,SustainFin Services,13000,356.02,3237,1532,47.74,61.9,636619,839,431881086,47.49
2023,Bharat MicroFinance,13065,1787.41,2919,1681,49.72,41.42,3654383,1245,342007245,73.51
2025,FutureTrust Finance,47871,1437.48,1024,1422,53.6,60.06,4667002,1311,161381743,75.85
2025,EcoLend Capital,6085,238.87,4791,626,27.02,63.39,1201888,1199,849725843,48
2023,UrbanGrowth NBFC,8532,1019.04,4897,1376,36.77,76.96,571623,1384,250162321,46.04
2025,EcoLend Capital,22622,1086.06,1639,697,53.26,51.4,3559727,988,694558384,74.03
2023,NextGen Lending,9834,1871.07,4426,222,15.41,69.08,245813,1733,210988304,79.5
2025,GreenCredit NBFC,25197,900.1,4187,462,39.61,48.67,2395807,1094,321373119,40.04
2023,Bharat MicroFinance,17008,948.85,964,80,20.98,70.8,412987,1082,111186675,94.2
2025,GreenCredit NBFC,17962,313.72,2924,1898,32.61,66.1,3697727,1828,564844675,32.9
2025,FutureTrust Finance,13012,1314.43,4187,532,18.36,82.97,2165080,570,51595542,35.96
2022,UrbanGrowth NBFC,25166,500.7,771,184,28.46,63.11,632363,1195,177811377,50.59
2022,Bharat MicroFinance,23628,247.31,4393,208,42.67,54.28,3561402,1317,187088203,44.08
2025,NextGen Lending,14849,1994.15,1816,670,47.47,66.55,1872050,889,890051617,33.97
2025,EcoLend Capital,46372,612.3,4849,291,37.45,67.97,4745716,1536,461926961,88.6
2024,UrbanGrowth NBFC,18767,368,1886,1261,32.45,44.61,1734988,1920,121577856,40.62
2023,Indifi Finance,20111,1429.03,624,1257,28.7,68.51,1613559,1095,467339613,49.17
2024,SustainFin Services,44989,1661.2,2832,1745,51.28,74.71,4315339,268,848032020,54.76
2022,EcoLend Capital,45582,221.75,2786,655,22.9,84.23,1544995,221,780513521,30.69
2022,UrbanGrowth NBFC,49370,300.25,1816,1390,42.37,50.68,2160569,1256,781280674,36.33
2022,Indifi Finance,38891,271.33,1968,238,20.63,62.81,4659458,1364,500310134,61.26
2022,Indifi Finance,26565,189.22,2421,1661,50.99,42.92,4163082,257,722683982,46.64
2025,NextGen Lending,40011,1352.97,1848,1428,26.41,48.21,1273443,1740,299582102,60.45
2022,NextGen Lending,7589,1217.8,962,497,29.85,86.26,4860450,1743,149234624,74.34
2025,SustainFin Services,47738,1359.33,4242,315,22.33,86.92,2558416,1298,164916510,67.33
2025,Indifi Finance,49482,1060.77,2109,1483,52.36,42.07,1209802,128,605239450,78.28
2022,Bharat MicroFinance,14749,1653.26,1392,1142,50.51,66.72,4475511,1774,261310060,93.87
2022,FutureTrust Finance,27683,1138.67,4880,648,33.93,46.88,2697365,787,187724374,55.29
2023,Indifi Finance,9501,1845.62,981,1402,16.21,75.23,3952817,1846,538868575,79.04
2024,UrbanGrowth NBFC,28423,1022.73,2226,1170,51.18,71.17,345654,829,396657747,42.36
2022,NextGen Lending,24157,1602.25,3091,303,53.5,65.83,677118,1748,142467099,31.22
2023,FutureTrust Finance,24169,873.98,4174,854,17.8,65.99,4862364,1251,511199893,89.99
2023,Bharat MicroFinance,28324,926.93,2826,975,39.35,70.8,2884804,438,380424068,58.08
2024,NextGen Lending,6706,1713.08,4193,1938,53.23,62.02,613659,1204,134951938,63.55
2025,Bharat MicroFinance,33219,304.55,629,1587,42.86,76.6,1293937,589,701382638,32.43
2022,NextGen Lending,46334,1173.34,1152,1371,35.65,75.61,3076496,839,852032992,59.6
2024,NextGen Lending,6612,1480.04,3395,245,28.68,56.89,1776382,803,616167396,37.79
2022,Indifi Finance,21838,1525.8,1397,1035,44.6,76.02,470754,80,895977680,93.34
2023,GreenCredit NBFC,42065,1223.84,2895,1935,54.51,57.15,2731570,506,471429181,51.9
2023,Indifi Finance,35427,951.32,3711,980,40.57,69.41,2830380,1228,49884259,75.93
2025,NextGen Lending,20546,595.49,4169,699,35.19,50.58,1577008,440,166304050,90.79
2023,FutureTrust Finance,14045,1827.91,4909,1616,21.72,55.79,4447066,1567,861877986,82.01
2023,Indifi Finance,30299,802.6,4667,1792,49.45,50.92,2548906,966,285321418,80.87
2024,NextGen Lending,6391,1618.08,486,518,30.35,89.45,1821604,1898,409107528,79.74
2022,NextGen Lending,48347,160.16,4270,1591,45.78,70.58,1375544,1918,296101551,64.38
2022,Indifi Finance,46221,541.12,3362,1138,28.91,73.72,2932334,321,61445570,52.16
2024,Indifi Finance,45776,756.61,1432,810,19.83,71.88,1964699,320,365426027,88.64
2025,FutureTrust Finance,37667,1375.99,2794,1787,41.75,41.43,4804472,1498,431499286,43.41
2022,Bharat MicroFinance,20948,706.73,1141,947,36.83,75.92,1849513,1533,732503226,53.77
2023,Indifi Finance,30118,178.59,4872,1577,21.03,78.95,1965101,1489,397653382,76.72
2022,SustainFin Services,43193,430.35,2468,1466,48.18,57.03,3261293,1813,21408178,62.87
2023,UrbanGrowth NBFC,19157,592.41,1057,642,27.1,69.33,1744187,1732,345145982,66.11
2025,SustainFin Services,22021,434.49,1786,1921,32.71,41.38,218872,222,125718387,63.5
2024,FutureTrust Finance,13356,487.08,1055,1523,34.87,50.62,1790033,109,82403338,30.24
2022,GreenCredit NBFC,40573,1561.02,1415,385,24.86,49.61,3643584,181,94921273,40.13
2024,SustainFin Services,6223,882.86,1902,1940,35.08,52.81,1410970,574,701447720,89.35
2022,Bharat MicroFinance,41110,869.84,4154,1644,17.71,59.1,909884,464,58444206,78.92
2023,NextGen Lending,29626,1936.55,4781,1962,22.48,50.92,1457242,1552,475509346,54.11
2024,UrbanGrowth NBFC,35917,948.73,1340,781,26.03,51.43,3502848,1400,403891941,41.87
2022,EcoLend Capital,26526,1862.55,1042,1316,29.37,87.81,4169672,893,214371384,68.09
2023,UrbanGrowth NBFC,13856,668.22,4036,702,24.95,52.66,563748,1052,341804498,52.38
2024,SustainFin Services,43829,861.19,4516,311,33.83,68.34,4804444,640,503999945,40.94
2024,EcoLend Capital,18532,852.94,3978,1482,41.37,72.11,285513,1417,782106344,63.5
2022,FutureTrust Finance,25745,1137.55,912,1520,28.81,55.52,168236,1505,260852507,31.18
2022,Bharat MicroFinance,25336,1210.07,426,1260,16.5,43.42,2322820,288,165506120,58.3
2022,UrbanGrowth NBFC,35796,571.44,2816,792,40.35,63.68,2577690,286,94172228,30.47
2023,GreenCredit NBFC,32167,1607.81,1805,1675,50.19,89.46,4499005,1401,647079259,74.37
2022,EcoLend Capital,5880,1043.4,4031,1949,19.98,54.27,2896953,301,747875822,73.38
2024,EcoLend Capital,21818,113.38,2832,991,22.4,40.22,202113,1586,771152338,65.73
2024,UrbanGrowth NBFC,43892,1223.55,966,295,16.18,79.84,2436069,1519,446110127,56.37
2022,SustainFin Services,29488,1616.31,951,960,23.74,52.57,3366724,380,785943537,34.43
